id,id_client,id_product,qtd,total,sale_date,product_id,start_date,usd_price,date,usd_to_brl,custo_unitario_brl,custo_total_brl,lucro,prejuizo
1586,17,69,2,86003.5,2023-08-19,69,2023-05-15,9219.51,2023-08-19,4.9718,45837.55982,91675.11964,-5671.619636,TRUE
5558,3,84,12,521087,2023-08-19,84,2023-08-10,8951.16,2023-08-19,4.9718,44503.37729,534040.5275,-12953.52746,TRUE
7202,32,82,1,51634,2023-08-19,82,2020-09-11,9770.29,2023-08-19,4.9718,48575.92782,48575.92782,3058.072178,FALSE
8385,45,116,4,10302,2023-08-19,116,2022-03-16,502.24,2023-08-19,4.9718,2497.036832,9988.147328,313.852672,FALSE
2745,30,5,15,337283.25,2023-08-20,5,2023-08-15,4752.24,2023-08-20,4.9718,23627.18683,354407.8025,-17124.55248,TRUE
8136,24,94,10,407508,2023-08-20,94,2023-03-31,8022.13,2023-08-20,4.9718,39884.42593,398844.2593,8663.74066,FALSE
6741,18,134,1,4718,2023-08-20,134,2022-12-05,899.33,2023-08-20,4.9718,4471.288894,4471.288894,246.711106,FALSE
7200,7,95,3,198952.8,2023-08-20,95,2022-11-23,12945.63,2023-08-20,4.9718,64363.08323,193089.2497,5863.550298,FALSE
271,49,105,15,4643,2023-08-20,105,2023-04-17,62.64,2023-08-20,4.9718,311.433552,4671.50328,-28.50328,TRUE
3889,31,69,1,45265,2023-08-20,69,2023-05-15,9219.51,2023-08-20,4.9718,45837.55982,45837.55982,-572.559818,TRUE
1305,22,99,4,407613.65,2023-08-20,99,2021-07-02,21330.89,2023-08-20,4.9718,106052.9189,424211.6756,-16598.02561,TRUE
2693,26,82,15,774511,2023-08-20,82,2020-09-11,9770.29,2023-08-20,4.9718,48575.92782,728638.9173,45872.08267,FALSE
3869,37,97,14,1894691,2023-08-20,97,2023-01-06,25607.88,2023-08-20,4.9718,127317.2578,1782441.609,112249.391,FALSE
1987,49,30,15,483718,2023-08-20,30,2020-05-19,5636.75,2023-08-20,4.9718,28024.79365,420371.9048,63346.09525,FALSE
8393,15,111,4,16283.95,2023-08-21,111,2022-07-28,821.82,2023-08-21,4.9841,4096.033062,16384.13225,-100.182248,TRUE
8807,20,25,3,36379,2023-08-21,25,2022-03-04,2389.36,2023-08-21,4.9841,11908.80918,35726.42753,652.572472,FALSE
2646,42,83,6,768381.85,2023-08-21,83,2019-01-25,35839.7,2023-08-21,4.9841,178628.6488,1071771.893,-303390.0426,TRUE
882,3,68,2,133794,2023-08-21,68,2023-06-21,13998.43,2023-08-21,4.9841,69769.57496,139539.1499,-5745.149926,TRUE
7349,33,144,11,23138.2,2023-08-21,144,2022-08-04,422.52,2023-08-21,4.9841,2105.881932,23164.70125,-26.501252,TRUE
7074,39,89,6,472068,2023-08-21,89,2022-11-11,14832.32,2023-08-21,4.9841,73925.76611,443554.5967,28513.40333,FALSE
1738,9,89,6,472068,2023-08-21,89,2022-11-11,14832.32,2023-08-21,4.9841,73925.76611,443554.5967,28513.40333,FALSE
8863,9,107,14,21187,2023-08-21,107,2022-08-09,295.48,2023-08-21,4.9841,1472.701868,20617.82615,569.173848,FALSE
9080,29,126,14,37479,2023-08-21,126,2020-10-28,467.05,2023-08-21,4.9841,2327.823905,32589.53467,4889.46533,FALSE
9409,3,47,1,6123,2023-08-21,47,2019-11-07,1496.29,2023-08-21,4.9841,7457.658989,7457.658989,-1334.658989,TRUE
6312,16,62,5,511110,2023-08-21,62,2023-01-16,20000.78,2023-08-21,4.9841,99685.8876,498429.438,12680.56201,FALSE
3315,2,100,15,1569004,2023-08-21,100,2021-05-13,19807.28,2023-08-21,4.9841,98721.46425,1480821.964,88182.03628,FALSE
2507,21,142,7,5495.75,2023-08-21,142,2022-11-09,160.09,2023-08-21,4.9841,797.904569,5585.331983,-89.581983,TRUE
2296,25,26,6,103699,2023-08-21,26,2022-03-14,3412.88,2023-08-21,4.9841,17010.13521,102060.8112,1638.188752,FALSE
96,11,82,8,392418.4,2023-08-22,82,2020-09-11,9770.29,2023-08-22,4.9425,48289.65833,386317.2666,6101.1334,FALSE
993,44,103,10,16997.4,2023-08-22,103,2022-09-19,341.7,2023-08-22,4.9425,1688.85225,16888.5225,108.8775,FALSE
9564,34,141,14,63597.75,2023-08-22,141,2023-08-08,971.69,2023-08-22,4.9425,4802.577825,67236.08955,-3638.33955,TRUE
7050,39,27,1,16511.00,2023-08-22,27,2022-07-12,3051.23,2023-08-22,4.9425,15080.70428,15080.70428,1430.295725,FALSE
4676,30,1,10,331225,2023-08-22,1,2023-02-28,6360.91,2023-08-22,4.9425,31438.79767,314387.9768,16837.02325,FALSE
8941,9,19,14,218550.35,2023-08-22,19,2021-08-30,3163.35,2023-08-22,4.9425,15634.85738,218888.0033,-337.65325,TRUE
4119,3,103,10,17892,2023-08-22,103,2022-09-19,341.7,2023-08-22,4.9425,1688.85225,16888.5225,1003.4775,FALSE
1706,14,48,4,55997.75,2023-08-22,48,2023-08-03,3020.3,2023-08-22,4.9425,14927.83275,59711.331,-3713.581,TRUE
609,16,70,10,343554,2023-08-22,70,2022-11-09,6655.06,2023-08-22,4.9425,32892.63405,328926.3405,14627.6595,FALSE
5671,34,21,2,17469,2023-08-22,21,2022-12-30,1674.22,2023-08-22,4.9425,8274.83235,16549.6647,919.3353,FALSE
9566,27,30,12,386974,2023-08-22,30,2020-05-19,5636.75,2023-08-22,4.9425,27859.63688,334315.6425,52658.3575,FALSE
3447,37,11,4,144928,2023-08-22,11,2023-05-09,7246.24,2023-08-22,4.9425,35814.5412,143258.1648,1669.8352,FALSE
1901,35,117,5,20515,2023-08-23,117,2022-06-10,823.4,2023-08-23,4.8971,4032.27214,20161.3607,353.6393,FALSE
6798,5,120,8,23746.2,2023-08-23,120,2022-10-26,586.85,2023-08-23,4.8971,2873.863135,22990.90508,755.29492,FALSE
9904,20,147,14,40299.95,2023-08-23,147,2022-08-25,592.19,2023-08-23,4.8971,2900.013649,40600.19109,-300.241086,TRUE
7291,37,125,12,38783.75,2023-08-23,125,2023-03-22,646.27,2023-08-23,4.8971,3164.848817,37978.1858,805.564196,FALSE
2990,12,4,3,10146,2023-08-23,4,2022-09-21,654.31,2023-08-23,4.8971,3204.221501,9612.664503,533.335497,FALSE
5437,12,81,13,1587930,2023-08-23,81,2022-08-02,23345.09,2023-08-23,4.8971,114323.2402,1486202.123,101727.8769,FALSE
7721,33,136,1,1974,2023-08-23,136,2018-11-01,533.84,2023-08-23,4.8971,2614.267864,2614.267864,-640.267864,TRUE
1913,22,133,13,23374.75,2023-08-23,133,2022-07-06,348.47,2023-08-23,4.8971,1706.492437,22184.40168,1190.348319,FALSE
3321,10,91,4,539544,2023-08-23,91,2022-03-16,26303.31,2023-08-23,4.8971,128809.9394,515239.7576,24304.2424,FALSE
2925,7,114,12,9591,2023-08-23,114,2023-02-16,152.46,2023-08-23,4.8971,746.611866,8959.342392,631.657608,FALSE
5263,7,103,10,16997.4,2023-08-23,103,2022-09-19,341.7,2023-08-23,4.8971,1673.33907,16733.3907,264.0093,FALSE
2286,27,105,2,588.05,2023-08-24,105,2023-04-17,62.64,2023-08-24,4.8742,305.319888,610.639776,-22.589776,TRUE
2292,44,2,12,167978,2023-08-24,2,2023-05-24,2829.74,2023-08-24,4.8742,13792.71871,165512.6245,2465.375504,FALSE
6126,43,54,9,1039122.35,2023-08-24,54,2021-08-06,23191.9,2023-08-24,4.8742,113041.959,1017377.631,21744.71918,FALSE
6015,9,134,3,14153,2023-08-24,134,2022-12-05,899.33,2023-08-24,4.8742,4383.514286,13150.54286,1002.457142,FALSE
7100,35,67,4,325998.2,2023-08-24,67,2022-06-17,16720.73,2023-08-24,4.8742,81500.18217,326000.7287,-2.528664,TRUE
9512,34,8,6,29905,2023-08-24,8,2023-05-10,1006.07,2023-08-24,4.8742,4903.786394,29422.71836,482.281636,FALSE
9432,10,39,14,414860,2023-08-24,39,2020-10-16,5270.87,2023-08-24,4.8742,25691.27455,359677.8438,55182.15624,FALSE
9330,40,23,9,95577.6,2023-08-24,23,2022-10-13,2108.74,2023-08-24,4.8742,10278.42051,92505.78457,3071.815428,FALSE
3012,42,83,5,640318.05,2023-08-24,83,2019-01-25,35839.7,2023-08-24,4.8742,174689.8657,873449.3287,-233131.2787,TRUE
842,4,100,8,794961.9,2023-08-24,100,2021-05-13,19807.28,2023-08-24,4.8742,96544.64418,772357.1534,22604.74659,FALSE
4809,41,144,11,23138.2,2023-08-24,144,2022-08-04,422.52,2023-08-24,4.8742,2059.446984,22653.91682,484.283176,FALSE
6375,27,41,1,10600,2023-08-24,41,2023-01-06,2005.71,2023-08-24,4.8742,9776.231682,9776.231682,823.768318,FALSE
5264,6,131,11,10599,2023-08-25,131,2023-06-07,196.2,2023-08-25,4.8766,956.78892,10524.67812,74.32188,FALSE
1500,46,130,7,29009,2023-08-25,130,2023-06-15,859.48,2023-08-25,4.8766,4191.340168,29339.38118,-330.381176,TRUE
1092,44,17,4,53347.25,2023-08-25,17,2023-06-02,2833.14,2023-08-25,4.8766,13816.09052,55264.3621,-1917.112096,TRUE
1268,48,87,12,802319,2023-08-25,87,2021-11-01,11794.37,2023-08-25,4.8766,57516.42474,690197.0969,112121.9031,FALSE
7140,49,141,7,31799.35,2023-08-25,141,2023-08-08,971.69,2023-08-25,4.8766,4738.543454,33169.80418,-1370.454178,TRUE
1316,47,24,8,176564.15,2023-08-25,24,2021-04-06,4129.65,2023-08-25,4.8766,20138.65119,161109.2095,15454.94048,FALSE
3403,19,135,13,21379,2023-08-25,135,2023-04-11,328.1,2023-08-25,4.8766,1600.01246,20800.16198,578.83802,FALSE
7375,7,57,1,112851.45,2023-08-25,57,2022-12-16,22497.79,2023-08-25,4.8766,109712.7227,109712.7227,3138.727286,FALSE
5669,45,80,14,1809134,2023-08-25,80,2022-10-28,24177.04,2023-08-25,4.8766,117901.7533,1650624.546,158509.4543,FALSE
4387,42,148,2,9571,2023-08-25,148,2023-02-28,919.03,2023-08-25,4.8766,4481.741698,8963.483396,607.516604,FALSE
6383,25,94,10,407508,2023-08-25,94,2023-03-31,8022.13,2023-08-25,4.8766,39120.71916,391207.1916,16300.80842,FALSE
7655,9,81,12,1465782,2023-08-25,81,2022-08-02,23345.09,2023-08-25,4.8766,113844.6659,1366135.991,99646.00927,FALSE
3494,4,20,12,370001,2023-08-25,20,2021-10-04,5689.04,2023-08-25,4.8766,27743.17246,332918.0696,37082.93043,FALSE
6444,22,25,12,138242.1,2023-08-25,25,2022-03-04,2389.36,2023-08-25,4.8766,11651.95298,139823.4357,-1581.335712,TRUE
1910,23,119,9,29302,2023-08-25,119,2023-08-04,669.88,2023-08-25,4.8766,3266.736808,29400.63127,-98.631272,TRUE
1625,38,130,14,58017,2023-08-26,130,2023-06-15,859.48,2023-08-26,4.8766,4191.340168,58678.76235,-661.762352,TRUE
450,48,62,12,1165330.8,2023-08-26,62,2023-01-16,20000.78,2023-08-26,4.8766,97535.80375,1170429.645,-5098.844976,TRUE
6523,4,59,6,522997,2023-08-26,59,2021-08-10,16694.98,2023-08-26,4.8766,81414.73947,488488.4368,34508.56319,FALSE
879,44,12,1,2726,2023-08-26,12,2022-06-20,527.97,2023-08-26,4.8766,2574.698502,2574.698502,151.301498,FALSE
6386,46,4,13,41765.8,2023-08-26,4,2022-09-21,654.31,2023-08-26,4.8766,3190.808146,41480.5059,285.294102,FALSE
4299,4,72,7,662769.4,2023-08-26,72,2018-03-09,30675.48,2023-08-26,4.8766,149592.0458,1047144.32,-384374.9204,TRUE
9310,11,8,5,24921,2023-08-26,8,2023-05-10,1006.07,2023-08-26,4.8766,4906.200962,24531.00481,389.99519,FALSE
7527,13,37,3,17292.85,2023-08-26,37,2023-03-09,1181.71,2023-08-26,4.8766,5762.726986,17288.18096,4.669042,FALSE
8304,26,85,13,501523,2023-08-26,85,2022-12-23,7499.89,2023-08-26,4.8766,36573.96357,475461.5265,26061.47354,FALSE
3963,49,92,11,977395,2023-08-26,92,2022-12-12,16745.97,2023-08-26,4.8766,81663.3973,898297.3703,79097.62968,FALSE
4957,31,7,8,148342.5,2023-08-26,7,2022-12-12,3678.62,2023-08-26,4.8766,17939.15829,143513.2663,4829.233664,FALSE
4464,38,130,9,35432.15,2023-08-26,130,2023-06-15,859.48,2023-08-26,4.8766,4191.340168,37722.06151,-2289.911512,TRUE
4739,23,144,11,24356,2023-08-26,144,2022-08-04,422.52,2023-08-26,4.8766,2060.461032,22665.07135,1690.928648,FALSE
6787,1,11,14,481884.65,2023-08-27,11,2023-05-09,7246.24,2023-08-27,4.8766,35337.01398,494718.1958,-12833.54578,TRUE
1350,42,96,15,1059313,2023-08-27,96,2023-06-23,14776.4,2023-08-27,4.8766,72058.59224,1080878.884,-21565.8836,TRUE
4030,41,107,5,7188.65,2023-08-27,107,2022-08-09,295.48,2023-08-27,4.8766,1440.937768,7204.68884,-16.03884,TRUE
3915,10,106,4,16662.05,2023-08-27,106,2023-08-01,918.37,2023-08-27,4.8766,4478.523142,17914.09257,-1252.042568,TRUE
2221,35,32,15,178160.15,2023-08-27,32,2023-06-12,2560.62,2023-08-27,4.8766,12487.11949,187306.7924,-9146.64238,TRUE
3839,39,59,12,993694.3,2023-08-27,59,2021-08-10,16694.98,2023-08-27,4.8766,81414.73947,976976.8736,16717.42638,FALSE
213,6,35,8,88044,2023-08-27,35,2023-02-15,2106.85,2023-08-27,4.8766,10274.26471,82194.11768,5849.88232,FALSE
3220,48,103,1,1789,2023-08-27,103,2022-09-19,341.7,2023-08-27,4.8766,1666.33422,1666.33422,122.66578,FALSE
3419,45,85,15,549746,2023-08-27,85,2022-12-23,7499.89,2023-08-27,4.8766,36573.96357,548609.4536,1136.54639,FALSE
1805,48,60,12,1239762.35,2023-08-27,60,2023-08-09,22190.02,2023-08-27,4.8766,108211.8515,1298542.218,-58779.86838,TRUE
985,34,85,7,256548.45,2023-08-28,85,2022-12-23,7499.89,2023-08-28,4.8933,36699.21174,256894.4822,-346.032159,TRUE
6909,2,124,2,7540,2023-08-28,124,2023-02-27,725.63,2023-08-28,4.8933,3550.725279,7101.450558,438.549442,FALSE
568,8,12,1,2589.7,2023-08-28,12,2022-06-20,527.97,2023-08-28,4.8933,2583.515601,2583.515601,6.184399,FALSE
332,44,26,15,259248,2023-08-28,26,2022-03-14,3412.88,2023-08-28,4.8933,16700.2457,250503.6856,8744.31444,FALSE
4573,27,49,5,63004.95,2023-08-28,49,2021-06-07,2627,2023-08-28,4.8933,12854.6991,64273.4955,-1268.5455,TRUE
7104,27,150,6,9380.3,2023-08-28,150,2023-06-01,326.88,2023-08-28,4.8933,1599.521904,9597.131424,-216.831424,TRUE
710,2,150,6,9874,2023-08-28,150,2023-06-01,326.88,2023-08-28,4.8933,1599.521904,9597.131424,276.868576,FALSE
9355,12,121,7,24567,2023-08-28,121,2023-05-24,746.8,2023-08-28,4.8933,3654.31644,25580.21508,-1013.21508,TRUE
1373,44,144,15,33212,2023-08-28,144,2022-08-04,422.52,2023-08-28,4.8933,2067.517116,31012.75674,2199.24326,FALSE
444,27,28,14,189639,2023-08-28,28,2023-03-14,2723.39,2023-08-28,4.8933,13326.36429,186569.1,3069.899982,FALSE
8162,16,85,14,540102,2023-08-28,85,2022-12-23,7499.89,2023-08-28,4.8933,36699.21174,513788.9643,26313.03568,FALSE
7208,43,142,7,5785,2023-08-28,142,2022-11-09,160.09,2023-08-28,4.8933,783.368397,5483.578779,301.421221,FALSE
7313,25,112,15,31078.3,2023-08-28,112,2021-11-16,398.23,2023-08-28,4.8933,1948.658859,29229.88289,1848.417115,FALSE
800,45,24,7,154493.75,2023-08-28,24,2021-04-06,4129.65,2023-08-28,4.8933,20207.61635,141453.3144,13040.43559,FALSE
6333,18,129,6,18617.15,2023-08-28,129,2022-07-14,598.62,2023-08-28,4.8933,2929.227246,17575.36348,1041.786524,FALSE
4397,8,43,9,300078.4,2023-08-28,43,2021-12-28,6219.32,2023-08-28,4.8933,30432.99856,273896.987,26181.413,FALSE
9395,47,136,12,22497.9,2023-08-28,136,2018-11-01,533.84,2023-08-28,4.8933,2612.239272,31346.87126,-8848.971264,TRUE
5727,41,126,9,22889.3,2023-08-28,126,2020-10-28,467.05,2023-08-28,4.8933,2285.415765,20568.74189,2320.558115,FALSE
7308,4,38,11,276519.35,2023-08-29,38,2023-07-27,5606.65,2023-08-29,4.87,27304.3855,300348.2405,-23828.8905,TRUE
9802,39,96,7,494346,2023-08-29,96,2023-06-23,14776.4,2023-08-29,4.87,71961.068,503727.476,-9381.476,TRUE
5122,32,145,15,61985.6,2023-08-29,145,2022-10-13,820.56,2023-08-29,4.87,3996.1272,59941.908,2043.692,FALSE
8567,2,138,9,37647,2023-08-29,138,2023-05-25,836.88,2023-08-29,4.87,4075.6056,36680.4504,966.5496,FALSE
2491,22,60,1,108751,2023-08-29,60,2023-08-09,22190.02,2023-08-29,4.87,108065.3974,108065.3974,685.6026,FALSE
5653,9,98,10,793611,2023-08-29,98,2022-10-03,15262.93,2023-08-29,4.87,74330.4691,743304.691,50306.309,FALSE
2458,42,115,7,5523.3,2023-08-29,115,2023-01-24,160.69,2023-08-29,4.87,782.5603,5477.9221,45.3779,FALSE
37,24,32,13,162532,2023-08-29,32,2023-06-12,2560.62,2023-08-29,4.87,12470.2194,162112.8522,419.1478,FALSE
550,5,56,14,571750.85,2023-08-29,56,2022-12-19,8087.59,2023-08-29,4.87,39386.5633,551411.8862,20338.9638,FALSE
3775,42,63,6,839746,2023-08-29,63,2021-07-29,27618.14,2023-08-29,4.87,134500.3418,807002.0508,32743.9492,FALSE
2439,21,115,6,4734.8,2023-08-29,115,2023-01-24,160.69,2023-08-29,4.87,782.5603,4695.3618,39.4382,FALSE
1594,21,49,5,63004.95,2023-08-29,49,2021-06-07,2627,2023-08-29,4.87,12793.49,63967.45,-962.5,TRUE
8128,26,93,9,859078.35,2023-08-29,93,2022-08-18,19409.47,2023-08-29,4.87,94524.1189,850717.0701,8361.2799,FALSE
5232,34,17,3,42116,2023-08-29,17,2023-06-02,2833.14,2023-08-29,4.87,13797.3918,41392.1754,723.8246,FALSE
1445,27,70,4,130550.9,2023-08-29,70,2022-11-09,6655.06,2023-08-29,4.87,32410.1422,129640.5688,910.3312,FALSE
396,9,67,13,1115258,2023-08-30,67,2022-06-17,16720.73,2023-08-30,4.8647,81341.33523,1057437.358,57820.642,FALSE
9978,2,33,5,33579,2023-08-30,33,2020-09-10,1268.8,2023-08-30,4.8647,6172.33136,30861.6568,2717.3432,FALSE
6753,18,22,2,78906,2023-08-30,22,2022-08-22,7630.67,2023-08-30,4.8647,37120.92035,74241.8407,4664.159302,FALSE
2670,1,62,1,97110.9,2023-08-30,62,2023-01-16,20000.78,2023-08-30,4.8647,97297.79447,97297.79447,-186.894466,TRUE
4670,16,1,15,496838,2023-08-30,1,2023-02-28,6360.91,2023-08-30,4.8647,30943.91888,464158.7832,32679.21684,FALSE
9302,3,28,9,121910.65,2023-08-30,28,2023-03-14,2723.39,2023-08-30,4.8647,13248.47533,119236.278,2674.372003,FALSE
4016,47,40,7,99288,2023-08-30,40,2023-08-01,2970.73,2023-08-30,4.8647,14451.71023,101161.9716,-1873.971617,TRUE
8915,48,130,3,11810.4,2023-08-30,130,2023-06-15,859.48,2023-08-30,4.8647,4181.112356,12543.33707,-732.937068,TRUE
990,15,134,11,49299.3,2023-08-30,134,2022-12-05,899.33,2023-08-30,4.8647,4374.970651,48124.67716,1174.622839,FALSE
4612,45,52,7,95929,2023-08-30,52,2023-01-11,2634.69,2023-08-30,4.8647,12816.97644,89718.8351,6210.164899,FALSE
9618,2,115,14,11046.6,2023-08-30,115,2023-01-24,160.69,2023-08-30,4.8647,781.708643,10943.921,102.678998,FALSE
3700,20,2,8,106385.75,2023-08-30,2,2023-05-24,2829.74,2023-08-30,4.8647,13765.83618,110126.6894,-3740.939424,TRUE
5967,49,94,2,81502,2023-08-30,94,2023-03-31,8022.13,2023-08-30,4.8647,39025.25581,78050.51162,3451.488378,FALSE
6984,40,147,2,5757,2023-08-31,147,2022-08-25,592.19,2023-08-31,4.9213,2914.344647,5828.689294,-71.689294,TRUE
6932,44,149,2,2327,2023-08-31,149,2023-02-14,225.94,2023-08-31,4.9213,1111.918522,2223.837044,103.162956,FALSE
8513,2,46,12,59805,2023-08-31,46,2023-08-15,1000.64,2023-08-31,4.9213,4924.449632,59093.39558,711.604416,FALSE
7420,33,135,13,20310.05,2023-08-31,135,2023-04-11,328.1,2023-08-31,4.9213,1614.67853,20990.82089,-680.77089,TRUE
8330,25,2,7,93087.65,2023-08-31,2,2023-05-24,2829.74,2023-08-31,4.9213,13925.99946,97481.99623,-4394.346234,TRUE
8457,26,100,2,198740,2023-08-31,100,2021-05-13,19807.28,2023-08-31,4.9213,97477.56706,194955.1341,3784.865872,FALSE
3072,10,67,8,686312,2023-08-31,67,2022-06-17,16720.73,2023-08-31,4.9213,82287.72855,658301.8284,28010.17161,FALSE
8106,8,25,8,92161.4,2023-08-31,25,2022-03-04,2389.36,2023-08-31,4.9213,11758.75737,94070.05894,-1908.658944,TRUE
1800,8,71,8,989322.4,2023-08-31,71,2023-07-26,27484.92,2023-08-31,4.9213,135261.5368,1082092.294,-92769.89437,TRUE
211,17,108,14,44496.1,2023-08-31,108,2022-06-14,653.47,2023-08-31,4.9213,3215.921911,45022.90675,-526.806754,TRUE
555,8,84,6,260543,2023-08-31,84,2023-08-10,8951.16,2023-08-31,4.9213,44051.34371,264308.0622,-3765.062248,TRUE
626,47,9,12,476466,2023-08-31,9,2022-05-05,7933.96,2023-08-31,4.9213,39045.39735,468544.7682,7921.231824,FALSE
1505,38,25,14,169770,2023-08-31,25,2022-03-04,2389.36,2023-08-31,4.9213,11758.75737,164622.6032,5147.396848,FALSE
6307,13,107,1,1437.35,2023-08-31,107,2022-08-09,295.48,2023-08-31,4.9213,1454.145724,1454.145724,-16.795724,TRUE
720,45,133,8,14384.9,2023-08-31,133,2022-07-06,348.47,2023-08-31,4.9213,1714.925411,13719.40329,665.496712,FALSE
6275,6,16,11,313562.7,2023-08-31,16,2023-01-02,5615.94,2023-08-31,4.9213,27637.72552,304014.9807,9547.719258,FALSE
2416,9,119,14,45581,2023-08-31,119,2023-08-04,669.88,2023-08-31,4.9213,3296.680444,46153.52622,-572.526216,TRUE
3243,9,81,15,1740615.65,2023-08-31,81,2022-08-02,23345.09,2023-08-31,4.9213,114888.1914,1723322.871,17292.77875,FALSE
2797,42,146,13,6125.6,2023-08-31,146,2022-05-04,99.02,2023-08-31,4.9213,487.307126,6334.992638,-209.392638,TRUE
5645,17,130,11,45585,2023-08-31,130,2023-06-15,859.48,2023-08-31,4.9213,4229.758924,46527.34816,-942.348164,TRUE
5099,15,129,8,24823.5,2023-09-01,129,2022-07-14,598.62,2023-09-01,4.9312,2951.914944,23615.31955,1208.180448,FALSE
6729,4,107,13,18690.3,2023-09-01,107,2022-08-09,295.48,2023-09-01,4.9312,1457.070976,18941.92269,-251.622688,TRUE
9071,16,142,11,8636.45,2023-09-01,142,2023-08-30,169.88,2023-09-01,4.9312,837.712256,9214.834816,-578.384816,TRUE
6278,23,14,10,340205.45,2023-09-01,14,2023-03-24,6767.66,2023-09-01,4.9312,33372.68499,333726.8499,6478.60008,FALSE
303,28,8,9,44857,2023-09-01,8,2023-05-10,1006.07,2023-09-01,4.9312,4961.132384,44650.19146,206.808544,FALSE
6407,28,39,15,444492,2023-09-01,39,2020-10-16,5270.87,2023-09-01,4.9312,25991.71414,389875.7122,54616.28784,FALSE
3160,21,65,9,218518.05,2023-09-01,65,2023-08-11,5225.24,2023-09-01,4.9312,25766.70349,231900.3314,-13382.28139,TRUE
6591,46,9,6,238233,2023-09-01,9,2022-05-05,7933.96,2023-09-01,4.9312,39123.94355,234743.6613,3489.338688,FALSE
4265,9,32,6,71264.25,2023-09-01,32,2023-06-12,2560.62,2023-09-01,4.9312,12626.92934,75761.57606,-4497.326064,TRUE
6869,32,47,4,23267.4,2023-09-01,47,2019-11-07,1496.29,2023-09-01,4.9312,7378.505248,29514.02099,-6246.620992,TRUE
9295,42,28,14,199620,2023-09-01,28,2023-03-14,2723.39,2023-09-01,4.9312,13429.58077,188014.1308,11605.86925,FALSE
1514,24,8,5,23674.95,2023-09-01,8,2023-05-10,1006.07,2023-09-01,4.9312,4961.132384,24805.66192,-1130.71192,TRUE
7497,40,40,6,85104,2023-09-01,40,2023-08-01,2970.73,2023-09-01,4.9312,14649.26378,87895.58266,-2791.582656,TRUE
7341,35,44,9,92398.9,2023-09-01,44,2022-01-17,1963.02,2023-09-01,4.9312,9680.044224,87120.39802,5278.501984,FALSE
4696,10,117,6,23387.1,2023-09-01,117,2022-06-10,823.4,2023-09-01,4.9312,4060.35008,24362.10048,-975.00048,TRUE
6221,43,82,14,686733.15,2023-09-01,82,2020-09-11,9770.29,2023-09-01,4.9312,48179.25405,674509.5567,12223.59333,FALSE
5395,28,10,15,480496,2023-09-01,10,2023-06-29,6594.15,2023-09-01,4.9312,32517.07248,487756.0872,-7260.0872,TRUE
8039,45,48,9,132627,2023-09-01,48,2023-08-03,3020.3,2023-09-01,4.9312,14893.70336,134043.3302,-1416.33024,TRUE
7325,42,144,1,2103.3,2023-09-01,144,2022-08-04,422.52,2023-09-01,4.9312,2083.530624,2083.530624,19.769376,FALSE
3410,29,74,1,82231.05,2023-09-01,74,2023-04-05,17160.36,2023-09-01,4.9312,84621.16723,84621.16723,-2390.117232,TRUE
4879,42,48,12,167994.2,2023-09-01,48,2023-08-03,3020.3,2023-09-01,4.9312,14893.70336,178724.4403,-10730.24032,TRUE
4565,32,95,3,209424,2023-09-02,95,2022-11-23,12945.63,2023-09-02,4.9312,63837.49066,191512.472,17911.52803,FALSE
5048,36,122,3,3768.65,2023-09-02,122,2023-07-11,270.21,2023-09-02,4.9312,1332.459552,3997.378656,-228.728656,TRUE
2974,41,111,11,47138,2023-09-02,111,2022-07-28,821.82,2023-09-02,4.9312,4052.558784,44578.14662,2559.853376,FALSE
4087,9,47,5,30615,2023-09-02,47,2019-11-07,1496.29,2023-09-02,4.9312,7378.505248,36892.52624,-6277.52624,TRUE
4551,18,37,11,63407.75,2023-09-02,37,2023-03-09,1181.71,2023-09-02,4.9312,5827.248352,64099.73187,-691.981872,TRUE
2551,4,127,11,17043,2023-09-02,127,2023-03-27,296.24,2023-09-02,4.9312,1460.818688,16069.00557,973.994432,FALSE
7603,20,28,8,114068,2023-09-02,28,2023-03-14,2723.39,2023-09-02,4.9312,13429.58077,107436.6461,6631.353856,FALSE
3959,32,102,14,11065.6,2023-09-02,102,2020-01-15,199.93,2023-09-02,4.9312,985.894816,13802.52742,-2736.927424,TRUE
6289,23,25,12,138242.1,2023-09-02,25,2022-03-04,2389.36,2023-09-02,4.9312,11782.41203,141388.9444,-3146.844384,TRUE
7465,24,124,8,30159,2023-09-02,124,2023-02-27,725.63,2023-09-02,4.9312,3578.226656,28625.81325,1533.186752,FALSE
8169,26,64,15,1672583,2023-09-02,64,2022-09-06,21352.22,2023-09-02,4.9312,105292.0673,1579381.009,93201.99104,FALSE
9474,19,42,11,62624.95,2023-09-02,42,2022-05-27,1263.57,2023-09-02,4.9312,6230.916384,68540.08022,-5915.130224,TRUE
7776,10,113,5,20876.25,2023-09-02,113,2022-07-05,815.5,2023-09-02,4.9312,4021.3936,20106.968,769.282,FALSE
2913,36,25,9,103681.1,2023-09-02,25,2022-03-04,2389.36,2023-09-02,4.9312,11782.41203,106041.7083,-2360.608288,TRUE
2081,33,134,15,67225.8,2023-09-02,134,2022-12-05,899.33,2023-09-02,4.9312,4434.776096,66521.64144,704.15856,FALSE
8035,34,98,4,317445,2023-09-02,98,2022-10-03,15262.93,2023-09-02,4.9312,75264.56042,301058.2417,16386.75834,FALSE
