id,client_id,product_id,sale_date,quantity,total_amount
2126,6,3,2023-11-13,6,54145.00
2127,49,33,2024-12-17,13,87305.00
2128,19,102,2023-04-22,10,7904.00
2129,23,146,2023-05-03,1,471.20
2130,45,74,2023-06-02,11,904536.80
2131,39,53,2024-12-18,6,322050.00
2132,47,18,2023-02-24,8,212580.00
2133,41,43,2024-07-11,8,266736.25
2134,13,58,2024-06-06,4,413533.10
2135,14,115,2023-03-19,10,7890.70
2136,45,21,2023-02-13,1,8735.00
2137,16,65,2024-06-20,14,339917.60
2138,40,107,2024-01-21,1,1513.00
2139,33,71,2024-11-29,13,1692263.00
2140,40,112,2024-06-09,15,31078.30
2141,10,91,2023-07-01,3,384425.10
2142,44,31,2024-03-11,15,118034.65
2143,5,39,2023-11-06,14,394117.00
2144,37,75,2023-02-05,10,311299.80
2145,26,33,2024-02-26,8,51039.70
2146,31,31,2023-04-24,15,118034.65
2147,21,140,2023-11-06,1,3135.00
2148,39,69,2023-10-05,8,344014.00
2149,6,19,2024-02-13,1,15610.40
2150,14,23,2024-10-06,12,134144.00
2151,49,135,2024-07-17,2,3124.55
2152,4,15,2024-11-16,2,53010.00
2153,22,136,2023-10-06,4,7499.30
2154,43,116,2024-10-31,3,7727.00
2155,19,83,2023-02-24,2,256127.60
2156,38,28,2023-06-07,10,135456.70
2157,32,117,2024-03-17,9,36927.00
2158,44,44,2023-02-11,15,153997.85
2159,15,89,2024-12-14,15,1180171.00
2160,46,149,2023-12-15,15,17454.00
2161,37,13,2023-02-19,6,44158.85
2162,49,56,2023-05-09,15,644832.00
2163,44,101,2023-07-29,2,880.65
2164,6,135,2024-03-05,14,21871.85
2165,10,149,2023-12-10,15,16581.30
2166,40,32,2023-02-26,10,125025.00
2167,2,62,2024-05-17,7,679776.30
2168,23,19,2023-03-24,2,32865.00
2169,44,90,2023-12-01,7,553681.00
2170,33,42,2024-10-22,4,22772.45
2171,24,117,2023-02-01,6,23387.10
2172,17,53,2023-04-11,12,644100.00
2173,37,1,2024-12-19,12,397470.00
2174,45,101,2023-05-14,13,6024.00
2175,15,90,2023-01-20,12,949168.00
2176,11,41,2024-03-22,11,116600.00
2177,40,26,2023-07-03,1,16418.85
2178,9,35,2023-10-02,3,33017.00
2179,5,18,2023-05-29,12,318869.00
2180,17,112,2023-12-21,11,23990.00
2181,3,56,2024-12-02,2,85978.00
2182,15,52,2023-02-25,6,82225.00
2183,16,2,2024-07-26,11,146281.00
2184,3,98,2023-02-05,5,396806.00
2185,36,62,2023-10-23,4,388443.60
2186,1,116,2023-08-11,15,38633.00
2187,15,50,2024-04-26,3,33828.00
2188,2,131,2024-07-31,1,964.00
2189,46,115,2023-07-14,1,831.00
2190,17,39,2024-06-23,3,84453.10
2191,37,126,2023-12-26,1,2543.15
2192,20,127,2024-05-13,12,18592.00
2193,47,86,2024-01-20,12,1066164.10
2194,48,133,2023-03-26,8,15142.00
2195,45,131,2024-03-08,12,10984.85
2196,45,26,2024-07-08,6,103699.00
2197,15,77,2024-09-26,10,424694.65
2198,31,24,2024-04-23,8,185857.00
2199,10,130,2024-05-10,13,53873.00
2200,22,136,2024-04-22,6,11248.95
2201,26,17,2024-06-20,6,80021.35
2202,18,44,2023-05-25,14,143731.20
2203,10,78,2024-06-11,8,974092.00
2204,16,66,2024-05-29,12,143317.00
2205,22,74,2024-10-26,15,1233459.10
2206,11,146,2024-09-18,9,4464.00
2207,45,79,2024-09-19,4,264587.00
2208,23,2,2024-10-27,11,146281.00
2209,25,121,2024-09-15,7,24567.00
2210,15,146,2023-07-26,5,2480.00
2211,5,37,2024-09-08,1,5764.60
2212,35,42,2024-08-26,1,5693.35
2213,48,15,2023-08-15,14,371067.15
2214,5,96,2024-01-12,1,67089.95
2215,22,115,2024-03-03,5,4153.00
2216,18,107,2023-12-26,8,11501.65
2217,37,22,2024-04-01,4,149920.45
2218,24,98,2024-04-24,3,226178.85
2219,43,135,2024-10-05,6,9373.65
2220,41,6,2024-06-28,11,130022.00
2221,35,32,2023-08-27,15,178160.15
2222,30,22,2023-07-24,13,487242.65
2223,42,55,2023-07-29,10,1044878.40
2224,44,30,2023-05-24,9,290231.00
2225,23,142,2023-03-16,10,8264.00
2226,37,124,2023-07-27,2,7540.00
2227,36,112,2023-06-03,3,6543.00
2228,10,127,2023-01-13,3,4415.60
2229,29,150,2023-10-22,7,11520.00
2230,9,51,2024-12-23,9,577431.00
2231,25,118,2024-11-12,12,49191.95
2232,32,67,2024-02-09,10,814995.50
2233,48,19,2024-09-04,14,218550.35
2234,28,94,2024-03-16,4,163003.00
2235,11,65,2023-10-21,15,364197.70
2236,31,128,2024-11-11,14,65110.00
2237,14,105,2023-10-30,14,4117.30
2238,37,98,2024-03-18,5,376965.70
2239,14,30,2023-10-24,6,193487.00
2240,15,8,2024-05-17,8,37879.35
2241,9,150,2023-01-12,13,20324.30
2242,35,57,2023-12-11,1,112851.45
2243,44,112,2023-11-26,6,12431.70
2244,47,143,2024-03-11,13,57674.00
2245,28,21,2024-02-11,6,49786.65
2246,7,109,2024-01-28,15,8873.00
2247,10,46,2023-10-16,9,42611.30
2248,47,10,2023-09-04,6,182588.10
2249,34,59,2024-07-06,2,174332.00
2250,3,24,2024-01-07,12,278786.00
2251,29,102,2024-09-22,2,1580.80
2252,36,121,2023-05-13,10,35095.85
2253,41,132,2024-10-26,13,19303.05
2254,10,54,2023-04-07,7,808206.80
2255,46,9,2023-05-26,5,188601.60
2256,36,68,2023-01-25,6,401383.00
2257,15,111,2024-06-02,14,59993.00
2258,10,96,2024-05-29,5,353104.00
2259,28,71,2023-12-20,8,989322.40
2260,46,46,2024-04-06,2,9469.60
2261,33,55,2023-05-20,12,1319846.00
2262,11,28,2024-01-03,5,71293.00
2263,49,61,2023-03-15,9,239559.60
2264,48,143,2023-02-02,4,17746.00
2265,17,118,2023-07-28,3,12945.00
2266,38,99,2024-02-20,14,1501733.00
2267,19,12,2024-08-14,3,7770.05
2268,12,62,2024-02-29,14,1359552.60
2269,1,59,2023-03-14,4,331231.75
2270,10,17,2023-11-04,8,112310.00
2271,17,8,2024-11-14,14,66289.10
2272,49,128,2023-06-18,8,35345.70
2273,14,38,2023-09-21,11,276519.35
2274,34,99,2023-04-16,3,321800.00
2275,33,137,2023-12-15,4,12864.90
2276,28,87,2024-01-13,12,802319.00
2277,44,97,2023-12-06,14,1799956.45
2278,29,111,2024-07-27,14,59993.00
2279,19,11,2023-09-23,1,34420.40
2280,40,88,2023-10-25,8,386692.00
2281,42,57,2023-01-31,15,1692766.05
2282,9,18,2024-01-27,9,239152.00
2283,43,82,2023-05-17,11,567974.00
2284,25,74,2024-04-28,6,519351.00
2285,48,27,2023-01-22,4,62743.70
2286,27,105,2023-08-24,2,588.05
2287,34,100,2023-10-12,15,1569004.00
2288,28,108,2023-07-22,4,13382.00
2289,45,104,2024-12-28,1,3527.35
2290,44,83,2024-09-28,8,1024509.45
2291,48,6,2023-02-12,5,59101.00
2292,44,2,2023-08-24,12,167978.00
2293,7,103,2023-10-30,13,22096.05
2294,15,123,2023-10-30,5,13885.00
2295,1,14,2024-07-16,11,374225.90
2296,25,26,2023-08-21,6,103699.00
2297,22,90,2024-01-21,12,901709.60
2298,26,128,2024-05-12,10,44181.65
2299,40,42,2024-05-31,3,17080.05
2300,30,95,2023-01-01,9,596858.40
2301,13,142,2023-06-14,9,7066.10
2302,15,56,2023-10-12,3,128966.00
2303,30,5,2023-03-07,12,269826.60
2304,3,32,2024-12-04,12,142528.50
2305,44,51,2023-12-21,9,548559.45
2306,7,11,2024-07-10,1,36232.00
2307,20,118,2024-05-10,5,20497.20
2308,9,71,2023-04-13,2,260348.00
2309,26,23,2024-07-01,13,138055.90
2310,34,114,2023-05-17,3,2398.00
2311,10,14,2024-10-21,6,214866.00
2312,36,139,2024-01-19,12,17099.00
2313,17,146,2024-01-22,7,3472.00
2314,45,49,2024-10-07,4,50404.15
2315,18,38,2023-07-21,3,75413.85
2316,12,29,2023-05-18,11,401614.00
2317,20,107,2024-08-01,15,22701.00
2318,25,73,2023-05-19,9,1288439.00
2319,3,38,2023-10-26,10,251380.45
2320,41,138,2023-07-10,7,27816.95
2321,24,9,2024-09-05,3,113160.20
2322,29,147,2023-01-31,6,18180.00
2323,32,35,2024-01-09,2,20910.45
2324,43,18,2024-01-22,15,378657.65
2325,38,116,2024-11-18,1,2447.20
2326,19,111,2024-12-05,11,44781.10
2327,17,81,2024-03-26,5,580204.90
2328,19,30,2024-10-11,6,193487.00
2329,31,135,2023-10-05,15,24668.00
2330,37,78,2024-05-23,5,608808.00
2331,12,49,2023-06-15,6,75606.70
2332,33,109,2024-09-17,12,7472.00
2333,3,18,2023-01-05,6,159435.00
2335,8,76,2024-02-01,7,985518.60
2336,4,5,2023-10-22,15,355035.00
2337,20,81,2023-10-24,1,122148.00
2338,41,96,2024-12-26,1,67089.95
2339,9,5,2024-01-06,8,189352.00
2340,13,109,2023-09-20,11,6507.50
2341,9,128,2023-05-18,15,69761.00
2342,34,30,2023-02-18,10,322479.00
2343,42,126,2024-05-01,4,10172.60
2344,48,41,2023-04-23,5,50350.00
2345,17,32,2024-12-11,1,12502.00
2346,2,30,2023-08-07,11,354727.00
2347,39,128,2024-04-03,1,4651.00
2348,5,18,2024-09-09,12,302925.55
2349,13,42,2023-06-14,1,5993.00
2350,34,85,2023-10-22,13,476446.85
2351,26,24,2023-05-13,3,69697.00
2352,27,73,2023-06-29,1,136002.00
2353,2,68,2024-08-15,13,826178.90
2354,3,31,2023-09-30,6,49699.00
2355,4,150,2023-12-17,5,7816.60
2356,47,34,2023-06-25,3,14015.35
2357,33,131,2023-09-28,12,11563.00
2358,34,67,2024-08-03,9,733495.95
2359,31,69,2023-02-17,12,543180.00
2360,9,58,2023-04-16,6,652948.00
2361,13,29,2024-08-26,4,146041.00
2362,33,12,2024-07-09,5,13631.00
2363,27,61,2023-03-11,4,112075.00
2364,49,63,2024-07-16,1,132960.10
2365,22,115,2024-09-16,3,2367.40
2366,27,108,2024-07-19,6,20073.00
2367,19,149,2023-12-24,9,9949.35
2368,23,58,2024-09-02,2,206766.55
2369,26,60,2023-05-11,8,826508.55
2370,30,113,2024-05-15,7,29226.75
2371,1,144,2024-12-02,7,14724.05
2372,20,69,2024-08-30,2,90530.00
2374,11,122,2023-03-17,5,6612.00
2375,49,116,2024-05-31,14,34254.15
2376,41,112,2023-07-11,9,18647.55
2377,30,6,2024-04-20,5,56145.95
2378,31,114,2023-12-25,14,11190.00
2379,39,7,2023-10-23,10,195188.00
2380,5,47,2024-05-23,10,61230.00
2381,23,41,2023-11-11,3,30210.00
2382,36,88,2023-07-19,1,45919.20
2383,26,102,2023-07-23,9,7488.00
2384,43,42,2023-07-04,6,35957.00
2385,21,43,2024-06-22,14,491356.00
2386,15,97,2024-07-14,13,1671388.20
2387,47,141,2024-02-06,4,19127.00
2388,41,41,2023-11-13,15,151050.00
2389,17,145,2024-02-21,1,4132.50
2390,45,43,2024-12-19,12,400103.90
2391,1,142,2023-03-19,4,3306.00
2392,14,63,2024-12-26,13,1819450.00
2393,22,54,2024-03-22,14,1701487.00
2394,19,11,2024-11-09,11,398551.00
2395,14,49,2023-01-24,12,159171.00
2396,34,45,2023-06-23,13,128748.00
2397,19,112,2024-05-07,3,6543.00
2398,2,46,2024-10-07,9,42611.30
2399,41,36,2023-07-12,11,248615.00
2400,39,2,2024-05-12,10,132982.90
2401,37,148,2023-09-05,9,43070.00
2402,35,45,2023-10-11,10,94085.15
2403,21,131,2024-05-09,8,7323.55
2404,3,123,2024-08-29,8,22217.00
2405,42,57,2024-10-03,15,1692766.05
2406,45,111,2024-02-22,2,8141.50
2407,48,66,2024-07-22,10,119430.20
2408,41,7,2024-01-06,1,19519.00
2409,16,16,2023-06-08,15,427585.50
2410,44,125,2023-04-16,5,17010.00
2411,31,16,2023-11-11,10,285057.00
2412,47,84,2024-04-21,3,123758.40
2413,31,134,2023-04-09,1,4482.10
2414,42,45,2024-12-11,12,118845.00
2415,39,119,2024-03-17,3,9767.00
2416,9,119,2023-08-31,14,45581.00
2417,24,110,2023-02-24,7,17469.00
2418,18,102,2024-03-18,9,7113.60
2419,40,22,2023-01-31,10,374802.55
2420,16,7,2023-04-07,7,136631.00
2421,35,97,2023-02-09,7,947345.00
2422,49,19,2024-11-11,7,115026.00
2423,14,22,2023-06-04,13,512887.00
2424,49,25,2024-03-28,10,121265.00
2425,43,133,2024-07-25,3,5678.00
2426,42,120,2024-06-23,11,32650.55
2427,33,100,2023-04-25,3,298110.95
2428,21,126,2024-01-29,15,40156.00
2429,39,33,2023-11-23,6,40295.00
2431,9,62,2024-08-25,8,817776.00
2432,12,49,2024-02-03,13,163813.25
2433,35,116,2023-11-23,9,23180.00
2434,11,5,2024-09-18,5,112427.75
2435,32,122,2024-05-20,5,6612.00
2436,39,90,2024-11-16,8,632779.00
2437,26,7,2023-09-27,6,111257.35
2438,11,8,2023-01-13,12,59810.00
2439,21,115,2023-08-29,6,4734.80
2440,34,125,2023-04-18,11,35551.85
2441,20,16,2023-09-25,1,28505.70
2442,45,15,2023-07-22,14,371067.15
2443,24,106,2023-12-05,11,48234.00
2444,49,147,2023-08-19,2,5757.00
2445,49,92,2023-02-03,13,1097347.85
2446,7,96,2024-05-09,11,776829.00
2447,15,129,2024-11-24,3,9309.05
2448,36,59,2023-03-15,6,496847.15
2449,45,22,2023-11-27,13,512887.00
2450,30,16,2023-04-26,6,180036.00
2451,5,33,2023-10-10,15,95700.15
2452,40,110,2024-06-18,8,19964.00
2453,5,46,2024-02-21,13,61549.55
2455,35,111,2024-08-12,13,52922.60
2456,34,31,2023-03-07,1,7868.85
2457,33,27,2024-06-02,3,47057.30
2458,42,115,2023-08-29,7,5523.30
2459,35,64,2023-05-18,8,847441.80
2460,19,3,2024-02-08,13,111448.30
2461,26,44,2023-01-19,3,32421.00
2462,8,106,2024-04-08,5,20827.80
2463,26,131,2023-03-13,11,10599.00
2464,42,99,2023-02-23,6,611420.00
2465,9,10,2023-05-17,3,91294.05
2466,44,126,2023-09-17,2,5086.30
2467,13,64,2024-09-09,8,847441.80
2468,32,39,2024-08-17,4,118531.00
2469,24,142,2024-12-19,8,6280.45
2470,47,44,2023-04-14,7,75648.00
2471,9,81,2023-02-25,13,1587930.00
2472,36,21,2024-03-16,11,96080.00
2473,42,29,2023-07-18,11,381533.30
2474,8,9,2024-06-17,9,339482.50
2475,48,52,2023-05-18,1,13018.80
2476,25,126,2023-02-01,10,25432.45
2477,35,18,2023-07-10,4,106290.00
2478,37,68,2023-05-12,9,602074.00
2479,5,78,2024-12-29,4,487046.00
2480,5,53,2024-05-30,9,458921.25
2481,3,31,2024-07-22,5,41416.00
2482,8,98,2023-02-28,9,714250.00
2483,25,9,2023-08-01,11,414922.00
2484,26,136,2024-01-17,13,24373.20
2485,26,69,2023-04-13,11,473019.25
2486,14,23,2023-02-04,1,11179.00
2487,48,11,2024-01-18,2,72464.00
2488,29,72,2024-02-17,4,398659.00
2489,49,85,2023-06-12,6,231472.00
2490,11,60,2023-05-13,11,1136448.90
2491,22,60,2023-08-29,1,108751.00
2492,29,35,2023-01-24,1,11006.00
2493,22,78,2023-11-17,8,974092.00
2494,24,74,2024-10-09,13,1068997.95
2495,19,109,2023-11-01,8,4982.00
2496,46,46,2024-07-14,6,28407.85
2497,12,57,2023-05-05,6,712743.00
2498,17,47,2023-03-19,4,23267.40
2499,12,143,2023-04-10,13,57674.00
2500,20,86,2024-05-18,2,187046.00
2501,45,131,2024-04-06,5,4577.10
2502,2,16,2024-06-13,15,427585.50
2503,18,91,2023-02-20,6,809316.00
2504,39,64,2024-07-01,3,317791.15
2505,16,37,2023-08-09,9,54609.00
2506,8,142,2024-02-20,7,5785.00
2507,21,142,2023-08-21,7,5495.75
2508,18,73,2024-11-22,6,816012.00
2509,12,34,2024-06-17,15,70074.85
2510,40,24,2023-11-18,4,88282.55
2511,7,123,2024-11-24,1,2777.00
2512,36,131,2024-04-26,1,915.80
2513,8,82,2023-02-01,3,147156.90
2514,11,13,2024-03-18,12,88316.75
2515,23,133,2024-09-26,5,8990.80
2516,4,101,2023-07-04,2,927.00
2517,10,10,2023-11-02,3,96099.00
2518,36,134,2023-06-08,9,40335.10
2519,45,135,2023-07-08,11,17185.50
2520,4,88,2024-10-02,10,483365.00
2521,1,110,2023-07-28,14,33190.15
2522,42,139,2024-02-26,13,17596.85
2523,1,70,2023-10-27,9,293739.05
2524,1,89,2023-07-09,5,393390.00
2525,46,55,2024-11-09,8,835903.10
2526,42,21,2024-11-30,15,124467.10
2527,9,142,2024-02-24,7,5785.00
2528,5,132,2024-06-18,15,23445.00
2529,10,82,2024-04-15,1,49052.30
2530,31,75,2023-03-07,9,294915.00
2531,48,104,2024-06-16,13,45855.55
2532,6,125,2023-09-10,3,9695.70
2533,13,18,2024-06-15,14,372014.00
2534,31,119,2024-01-20,9,29302.00
2535,12,69,2024-12-20,8,344014.00
2536,49,24,2023-07-06,13,302018.00
2537,23,136,2024-05-29,12,23682.00
2538,20,76,2023-03-14,2,296396.00
2539,31,17,2024-10-20,14,186715.85
2540,7,144,2024-04-17,5,11071.00
2541,10,101,2023-01-24,13,5722.80
2542,10,88,2024-01-25,2,91839.35
2543,22,116,2024-02-09,8,20604.00
2544,40,67,2024-02-29,13,1059495.10
2545,23,84,2023-06-28,2,86848.00
2546,49,125,2023-11-09,2,6463.80
2547,2,98,2024-03-08,14,1111056.00
2548,2,124,2024-10-28,9,33929.00
2549,44,17,2024-05-18,1,13337.05
2550,20,149,2024-11-05,11,12800.00
2551,4,127,2023-09-02,11,17043.00
2552,8,16,2024-01-03,2,57011.40
2553,24,150,2024-06-10,1,1646.00
2554,10,145,2024-06-29,4,17399.00
2555,17,58,2023-07-06,9,979421.00
2556,14,89,2024-08-30,4,298976.40
2557,45,47,2023-01-20,3,18369.00
2558,14,72,2024-04-22,2,189362.55
2559,47,86,2023-11-27,5,444235.20
2560,34,50,2023-09-10,1,10712.20
2561,36,55,2024-11-09,12,1253853.70
2562,14,84,2023-05-16,2,82505.60
2563,46,12,2023-11-04,9,23309.20
2564,29,42,2024-09-23,5,28465.80
2565,44,115,2024-06-18,2,1661.00
2566,46,132,2023-11-01,7,10941.00
2567,11,8,2024-10-28,10,49842.00
2568,25,133,2024-06-11,6,11356.00
2569,25,42,2023-09-09,10,56931.60
2570,32,3,2024-01-19,8,72194.00
2571,19,32,2024-06-29,7,87517.00
2572,3,2,2024-01-21,13,181976.00
2573,22,133,2024-06-28,13,24605.00
2574,4,92,2024-06-14,4,355416.00
2575,48,128,2023-07-22,7,32555.00
2576,14,62,2023-11-19,4,388443.60
2577,36,6,2023-12-12,7,82741.00
2578,36,20,2024-09-01,2,61667.00
2579,10,9,2023-06-19,12,452642.70
2580,14,141,2023-12-22,5,22713.55
2581,29,116,2023-10-02,4,10302.00
2582,35,132,2024-10-15,1,1484.85
2583,44,91,2023-07-02,2,256283.40
2584,48,58,2023-07-24,12,1305895.00
2585,36,65,2023-07-26,10,255577.00
2586,46,24,2023-03-05,12,278786.00
2587,20,105,2024-08-15,11,3405.00
2588,3,92,2023-07-26,10,844113.95
2589,7,88,2023-04-07,4,183678.70
2590,47,143,2023-02-14,15,66546.00
2591,26,74,2023-03-05,8,657844.60
2592,10,106,2023-12-23,8,33325.05
2593,4,109,2024-10-10,10,6227.00
2594,3,147,2024-06-15,1,3030.00
2595,45,69,2024-05-15,5,215008.75
2596,36,90,2024-01-24,12,949168.00
2597,3,72,2023-04-20,10,996646.00
2598,21,116,2024-04-12,10,24467.25
2599,35,6,2023-10-28,5,56145.95
2600,25,137,2023-07-01,14,47397.00
2601,32,110,2024-01-12,1,2371.20
2602,35,115,2023-01-02,8,6312.75
2603,7,61,2023-11-27,6,168112.00
2604,47,113,2024-10-07,3,13185.00
2605,2,123,2024-03-19,5,13190.75
2606,7,100,2023-05-22,12,1192442.85
2607,4,63,2023-10-02,2,279915.00
2608,11,93,2024-08-09,9,904293.00
2609,47,16,2023-03-07,12,360072.00
2610,6,89,2024-09-17,11,822186.05
2611,23,47,2023-11-05,15,87251.80
2612,35,12,2024-04-18,14,36258.65
2613,42,87,2024-05-17,12,802319.00
2614,27,34,2024-02-18,8,37373.00
2615,19,138,2024-03-01,6,25098.00
2616,30,3,2024-07-07,4,36097.00
2617,21,58,2023-08-16,4,435298.00
2618,42,107,2023-11-01,12,17252.95
2619,10,135,2023-04-01,5,8223.00
2620,38,16,2023-02-23,3,90018.00
2621,6,128,2024-12-21,9,39763.20
2622,27,116,2023-01-03,11,26914.45
2623,46,54,2024-04-21,7,808206.80
2624,19,49,2024-01-08,2,25201.60
2625,34,35,2024-06-11,4,44022.00
2626,45,50,2023-03-05,10,112760.00
2627,23,27,2023-05-04,6,99069.00
2628,10,109,2023-03-12,10,6227.00
2629,42,146,2024-05-15,4,1884.80
2630,42,43,2023-05-18,15,526453.00
2631,17,10,2024-07-16,13,416430.00
2632,24,135,2023-10-22,5,8223.00
2633,19,94,2024-08-01,14,541986.40
2634,35,47,2024-10-16,3,17450.55
2635,21,148,2024-12-22,13,62212.00
2636,15,78,2023-02-25,5,578367.60
2637,5,99,2023-06-17,8,858133.00
2638,2,9,2024-12-31,6,226321.35
2639,20,40,2024-10-05,1,13474.80
2640,43,113,2023-11-10,6,25051.50
2641,4,87,2024-12-26,6,381101.05
2642,36,49,2024-09-28,8,106114.00
2643,11,107,2023-01-08,6,9080.00
2644,32,75,2023-05-13,3,93389.75
2645,25,89,2024-10-10,1,78678.00
2646,42,83,2023-08-21,6,768381.85
2647,7,69,2024-02-04,12,516021.00
2648,39,42,2023-05-05,8,45545.85
2649,9,26,2024-07-19,7,114932.90
2650,42,70,2024-06-08,10,326376.30
2651,21,74,2024-03-31,10,822306.70
2652,18,81,2024-05-16,15,1740615.65
2653,25,83,2024-08-28,13,1664827.50
2654,42,3,2024-01-14,13,111448.30
2655,44,87,2024-07-01,12,762203.05
2656,49,72,2023-08-02,1,94681.75
2657,15,109,2024-12-20,13,7690.25
2658,14,73,2024-07-14,6,858960.00
2659,37,126,2024-06-02,14,35605.05
2660,9,35,2023-10-11,4,44022.00
2661,39,105,2023-10-27,10,3095.00
2662,25,119,2024-07-04,11,35814.00
2663,2,93,2023-08-08,6,602862.00
2664,31,117,2023-01-24,11,42876.35
2665,29,72,2023-08-16,14,1395305.00
2666,16,15,2024-09-30,3,83699.00
2667,47,20,2023-10-25,15,462502.00
2668,23,59,2023-12-20,11,958828.00
2669,19,93,2024-06-15,1,100477.00
2670,1,62,2023-08-30,1,97110.90
2671,25,131,2024-07-14,10,9636.00
2672,28,113,2024-01-07,14,61529.00
2673,15,139,2023-03-16,7,9475.30
2674,4,39,2023-11-03,9,253360.25
2675,49,85,2023-12-08,6,219898.40
2676,6,69,2023-01-21,2,86003.50
2677,4,104,2024-08-16,1,3527.35
2678,16,50,2024-10-25,12,128546.40
2679,25,29,2024-10-10,12,416217.80
2680,15,92,2024-09-18,7,590880.05
2681,38,36,2024-09-25,9,193242.35
2682,6,127,2023-06-14,12,18592.00
2683,48,102,2023-10-25,4,3161.60
2684,39,105,2024-05-29,6,1764.15
2685,36,33,2024-02-24,15,100737.00
2686,49,108,2023-01-05,7,23419.00
2687,22,52,2024-09-25,12,156226.55
2688,1,4,2023-10-31,1,3212.90
2689,39,128,2024-05-13,12,55809.00
2690,48,5,2024-03-02,3,67456.65
2691,6,103,2024-10-20,2,3399.10
2692,5,90,2024-02-14,6,450854.80
2693,26,82,2023-08-20,15,774511.00
2694,42,56,2023-06-03,3,128966.00
2695,35,107,2024-12-26,11,16647.00
2696,13,75,2023-02-03,5,155649.90
2697,44,70,2023-04-17,14,456927.20
2698,37,2,2024-12-18,7,93087.65
2699,13,41,2024-11-07,12,127200.00
2700,6,71,2023-10-03,3,370995.90
2701,26,48,2023-12-06,7,103154.00
2702,2,86,2023-02-28,14,1309324.00
2703,3,93,2023-01-20,8,763625.20
2704,36,71,2023-05-14,7,911218.00
2705,41,110,2023-07-05,9,22460.00
2706,18,150,2023-11-07,7,10944.00
2707,9,25,2023-01-11,13,149761.80
2708,4,25,2023-12-05,7,84885.00
2709,24,110,2023-04-18,3,7112.65
2710,14,136,2023-12-22,3,5920.00
2711,5,29,2023-03-27,10,346847.85
2712,3,1,2023-11-21,3,94399.60
2713,39,13,2024-04-25,14,103036.05
2714,41,150,2023-02-17,9,14070.45
2716,32,8,2023-11-17,13,64794.00
2718,6,109,2023-07-31,8,4982.00
2719,24,128,2023-11-22,8,35345.70
2720,18,92,2023-05-16,10,844113.95
2721,32,54,2024-10-01,10,1215348.00
2722,39,71,2023-03-03,10,1236653.95
2723,5,108,2024-10-28,15,50183.00
2724,34,137,2023-12-19,5,16080.65
2725,24,65,2024-05-26,1,25558.00
2726,6,81,2024-07-01,3,348122.75
2727,31,10,2024-07-02,4,128132.00
2728,10,89,2024-10-17,13,1022815.00
2729,45,105,2023-01-06,10,3095.00
2730,13,98,2024-07-05,2,150785.90
2731,10,54,2024-08-23,3,346373.80
2732,19,136,2024-02-23,8,14998.60
2733,22,94,2023-11-28,3,116140.35
2735,40,39,2023-08-04,3,88898.00
2736,21,35,2024-01-17,4,44022.00
2737,22,82,2024-10-01,10,516340.00
2738,48,140,2024-09-14,13,38712.50
2739,24,98,2023-07-04,4,301572.75
2740,33,107,2024-05-13,13,18690.30
2741,44,22,2023-04-24,3,118359.00
2742,25,13,2024-01-31,6,46483.00
2743,40,130,2024-09-30,4,16576.00
2744,26,73,2024-02-09,13,1768025.05
2745,30,5,2023-08-20,15,337283.25
2746,32,22,2024-01-21,13,487242.65
2747,23,33,2024-09-12,11,73873.00
2748,5,58,2023-11-25,3,310150.30
2749,25,135,2023-05-01,5,8223.00
2750,37,127,2023-01-17,2,2944.05
2751,4,112,2023-09-08,15,31078.30
2752,13,104,2023-06-21,1,3713.00
2753,33,78,2023-03-14,5,578367.60
2754,1,121,2023-04-14,2,7019.55
2755,7,124,2023-07-19,9,32232.55
2756,6,35,2023-12-26,4,41820.90
2757,28,98,2024-01-23,9,714250.00
2758,5,101,2023-09-27,15,6951.00
2759,8,28,2024-10-17,10,142586.00
2760,48,110,2024-03-13,9,22460.00
2761,6,35,2023-05-10,4,41820.90
2762,36,90,2023-06-21,6,450854.80
2763,17,40,2023-08-06,11,156024.00
2764,5,131,2023-09-22,8,7323.55
2765,31,35,2024-02-29,15,156828.85
2766,40,80,2024-10-25,15,1938358.00
2767,23,70,2023-06-13,11,359014.50
2768,7,62,2024-09-30,9,873998.10
2769,24,144,2023-09-06,9,19927.00
2770,20,139,2024-09-11,13,17596.85
2771,13,89,2023-04-21,15,1121162.45
2772,19,85,2024-03-22,10,385787.00
2773,4,127,2023-09-15,14,21691.00
2774,30,49,2024-05-18,7,88207.50
2775,47,79,2023-04-18,12,793762.00
2776,4,27,2024-06-05,8,125487.40
2777,21,104,2024-01-08,1,3713.00
2778,42,114,2024-10-30,10,7993.00
2779,38,30,2023-12-09,9,290231.00
2780,42,98,2024-02-08,8,634889.00
2781,9,62,2024-06-28,10,1022220.00
2782,35,65,2024-08-01,2,51115.00
2783,42,69,2023-05-25,6,271590.00
2784,14,105,2023-08-16,10,3095.00
2785,43,131,2024-01-09,2,1830.65
2786,31,32,2023-10-14,2,25005.00
2787,28,44,2024-08-01,2,21614.00
2788,6,96,2024-09-12,12,847450.00
2789,40,54,2024-01-21,11,1270038.85
2790,2,135,2023-02-25,1,1645.00
2791,5,50,2024-01-19,4,42848.80
2792,1,81,2024-01-25,13,1508533.50
2793,11,32,2023-11-04,13,154405.40
2794,9,139,2023-04-25,3,4061.25
2795,28,8,2024-06-26,1,4734.80
2796,6,11,2024-08-31,13,471015.00
